20180830-18:32:38.518,-60,16292,-1032,751
20180830-18:32:38.522,-96,16280,-1008,910
20180830-18:32:38.524,-96,16280,-1008,1091
20180830-18:32:38.526,-84,16240,-940,1249
20180830-18:32:38.529,-84,16240,-940,1448
20180830-18:32:38.531,-84,16240,-940,1560
20180830-18:32:38.533,-128,16228,-976,1638
20180830-18:32:38.535,-128,16228,-976,1695
20180830-18:32:38.537,-84,16280,-968,1710
20180830-18:32:38.539,-84,16280,-968,1709
20180830-18:32:38.542,-68,16240,-1000,1768
20180830-18:32:38.544,-68,16240,-1000,1844
20180830-18:32:38.546,-68,16240,-1000,1919
20180830-18:32:38.548,-60,16252,-1040,2026
20180830-18:32:38.550,-60,16252,-1040,2104
20180830-18:32:38.552,-92,16208,-1032,2132
20180830-18:32:38.554,-92,16208,-1032,2144
20180830-18:32:38.556,-92,16272,-940,2149
20180830-18:32:38.559,-96,16272,-940,2093
20180830-18:32:38.561,-96,16272,-940,2115
20180830-18:32:38.563,-116,16284,-984,2155
20180830-18:32:38.565,-116,16284,-984,2196
20180830-18:32:38.567,-88,16248,-984,2250
20180830-18:32:38.569,-88,16248,-984,2336
20180830-18:32:38.571,-88,16248,-984,2355
20180830-18:32:38.573,-104,16236,-968,2352
20180830-18:32:38.575,-104,16236,-968,2343
20180830-18:32:38.578,-116,16244,-956,2285
20180830-18:32:38.580,-116,16244,-956,2234
20180830-18:32:38.582,-112,16176,-1000,2248
20180830-18:32:38.584,-112,16176,-1000,2271
20180830-18:32:38.586,-112,16176,-1000,2293
20180830-18:32:38.588,-76,16320,-1016,2375
20180830-18:32:38.590,-76,16320,-1016,2410
20180830-18:32:38.592,-108,16268,-1024,2405
20180830-18:32:38.594,-108,16268,-1024,2387
20180830-18:32:38.597,-108,16268,-1024,2371
20180830-18:32:38.599,-76,16232,-1016,2282
20180830-18:32:38.601,-76,16232,-1016,2267
20180830-18:32:38.603,-96,16292,-1024,2282
20180830-18:32:38.605,-96,16292,-1024,2302
20180830-18:32:38.607,-96,16256,-1016,2364
20180830-18:32:38.609,-120,16256,-1016,2432
20180830-18:32:38.612,-120,16256,-1016,2422
20180830-18:32:38.614,-96,16256,-1016,2399
20180830-18:32:38.617,-96,16256,-1016,2376
20180830-18:32:38.619,-108,16280,-1024,2287
20180830-18:32:38.621,-108,16280,-1024,2277
20180830-18:32:38.624,-124,16240,-968,2290
