20180913-09:39:25.812,-1076,10992,-2388,2175
20180913-09:39:25.814,832,24760,4340,2195
20180913-09:39:25.816,832,24760,4340,2201
20180913-09:39:25.819,4800,9968,-4316,2183
20180913-09:39:25.821,4800,9968,-4316,2168
20180913-09:39:25.823,4800,19224,-1528,2152
20180913-09:39:25.825,-4304,19224,-1528,2161
20180913-09:39:25.827,-4304,19224,-1528,2160
20180913-09:39:25.829,-1444,11696,-3532,2157
20180913-09:39:25.832,-1444,11696,-3532,2173
20180913-09:39:25.834,1252,24172,5252,2184
20180913-09:39:25.836,1252,24172,5252,2199
20180913-09:39:25.838,1252,24172,-4860,2186
20180913-09:39:25.840,3296,10564,-4860,2168
20180913-09:39:25.842,3296,10564,-4860,2161
20180913-09:39:25.844,-3412,18128,-440,2153
20180913-09:39:25.847,-3412,18128,-440,2156
20180913-09:39:25.849,-1856,12772,-3864,2157
20180913-09:39:25.852,-1856,12772,-3864,2172
20180913-09:39:25.854,2184,23140,5676,2179
20180913-09:39:25.856,2184,23140,5676,2192
20180913-09:39:25.858,2184,23140,5676,2187
20180913-09:39:25.860,2636,11216,-6880,2164
20180913-09:39:25.862,2636,11216,-6880,2163
20180913-09:39:25.864,-2652,16500,868,2151
20180913-09:39:25.867,-2652,16500,868,2159
20180913-09:39:25.869,-2652,15180,-3296,2153
20180913-09:39:25.871,-2396,15180,-3296,2159
20180913-09:39:25.873,-2396,15180,-3296,2180
20180913-09:39:25.875,3156,21440,5860,2200
20180913-09:39:25.877,3156,21440,5860,2198
20180913-09:39:25.879,1228,12424,-7824,2180
20180913-09:39:25.882,1228,12424,-7824,2162
20180913-09:39:25.884,1228,12424,-7824,2155
20180913-09:39:25.886,-2244,15644,796,2153
20180913-09:39:25.888,-2244,15644,796,2159
20180913-09:39:25.890,-2320,16752,-2844,2157
20180913-09:39:25.892,-2320,16752,-2844,2175
20180913-09:39:25.894,-2320,19076,4728,2193
20180913-09:39:25.896,3984,19076,4728,2199
20180913-09:39:25.899,3984,19076,-7280,2184
20180913-09:39:25.901,-540,14380,-7280,2165
20180913-09:39:25.904,-540,14380,-7280,2157
20180913-09:39:25.906,-888,13976,100,2159
20180913-09:39:25.908,-888,13976,100,2149
20180913-09:39:25.910,-3044,19052,-2448,2163
20180913-09:39:25.913,-3044,19052,-2448,2171
20180913-09:39:25.915,5148,16776,5012,2199
20180913-09:39:25.917,5148,16776,5012,2204
20180913-09:39:25.919,5148,16776,-7048,2177
20180913-09:39:25.922,-1404,15224,-7048,2163
20180913-09:39:25.924,-1404,15224,-7048,2153
20180913-09:39:25.926,-404,12888,412,2150
20180913-09:39:25.929,-404,12888,412,2156
20180913-09:39:25.931,-3392,20796,-1996,2169
20180913-09:39:25.933,-3392,20796,-1996,2186
20180913-09:39:25.935,5288,15972,5040,2203
20180913-09:39:25.938,5288,15972,5040,2195
20180913-09:39:25.940,5288,16504,-7284,2171
20180913-09:39:25.942,-2340,16504,-7284,2164
20180913-09:39:25.944,-2340,16504,-7284,2152
20180913-09:39:25.947,-120,12268,364,2155
20180913-09:39:25.949,-120,12268,364,2157
20180913-09:39:25.951,-3864,21916,-1436,2165
20180913-09:39:25.954,-3864,21916,-1436,2185
20180913-09:39:25.956,6500,14140,4776,2201
20180913-09:39:25.958,6500,14140,4776,2189
20180913-09:39:25.960,6500,17416,-7100,2172
20180913-09:39:25.962,-3276,17416,-7100,2155
20180913-09:39:25.965,-3276,17416,-7100,2144
20180913-09:39:25.967,436,10832,4,2151
20180913-09:39:25.969,436,10832,4,2148
20180913-09:39:25.972,-4212,24108,-724,2161
20180913-09:39:25.974,-4212,24108,-724,2182
20180913-09:39:25.978,7392,11896,3196,2183
20180913-09:39:25.981,-4048,18824,-8196,2165
20180913-09:39:25.983,-4048,18824,-8196,2153
20180913-09:39:25.986,-4048,9996,496,2146
20180913-09:39:25.988,444,9996,496,2149
20180913-09:39:25.991,444,9996,-120,2168
20180913-09:39:25.993,-4060,25112,-120,2177
20180913-09:39:25.995,-4060,25112,-120,2200
20180913-09:39:25.997,7980,10460,2108,2195
20180913-09:39:26.000,7980,10460,2108,2174
20180913-09:39:26.002,-4420,19536,-7564,2155
20180913-09:39:26.004,-4420,19536,-7564,2150
20180913-09:39:26.006,320,9912,112,2158
20180913-09:39:26.009,320,9912,112,2155
20180913-09:39:26.011,320,26244,1268,2168
20180913-09:39:26.013,-3948,26244,1268,2184
20180913-09:39:26.015,-3948,26244,1268,2207
20180913-09:39:26.018,8296,9176,604,2197
20180913-09:39:26.020,8296,9176,604,2164
20180913-09:39:26.022,-5024,20276,-6356,2162
20180913-09:39:26.025,-5024,20276,-6356,2154
20180913-09:39:26.027,784,9016,-360,2156
20180913-09:39:26.029,784,9016,-360,2153
20180913-09:39:26.031,784,26980,2600,2169
20180913-09:39:26.034,-3852,26980,2600,2184
20180913-09:39:26.036,-3852,26980,2600,2203
20180913-09:39:26.038,8320,8528,-84,2178
20180913-09:39:26.040,8320,8528,-84,2172
20180913-09:39:26.043,-6236,21032,-5428,2145
20180913-09:39:26.045,-6236,21032,-5428,2151
20180913-09:39:26.047,280,8696,-1180,2152
20180913-09:39:26.049,280,8696,-1180,2157
20180913-09:39:26.052,280,8696,3928,2163
20180913-09:39:26.054,-3240,27688,3928,2182
20180913-09:39:26.056,-3240,27688,3928,2199
20180913-09:39:26.059,9060,7388,-2344,2183
20180913-09:39:26.063,9060,7388,-4564,2155
20180913-09:39:26.065,-6432,20968,-4564,2154
20180913-09:39:26.068,-180,8792,-1232,2153
20180913-09:39:26.070,-180,8792,-1232,2153
20180913-09:39:26.072,-2196,27664,4728,2175
20180913-09:39:26.075,-2196,27664,4728,2194
20180913-09:39:26.077,-2196,27664,-4304,2199
20180913-09:39:26.079,8704,7372,-4304,2177
20180913-09:39:26.082,8704,7372,-4304,2157
20180913-09:39:26.084,-6420,21328,-2724,2152
20180913-09:39:26.086,-6420,21328,-2724,2159
20180913-09:39:26.088,-188,9052,-1632,2163
20180913-09:39:26.091,-188,9052,-1632,2168
20180913-09:39:26.093,-1872,27548,4952,2172
