20180913-10:38:30.281,48,16284,-992,2159
20180913-10:38:30.283,40,16248,-1000,2153
20180913-10:38:30.286,40,16248,-1000,2155
20180913-10:38:30.288,24,16292,-968,2166
20180913-10:38:30.293,24,16292,-920,2153
20180913-10:38:30.295,40,16396,-920,2155
20180913-10:38:30.297,40,16396,-920,2159
20180913-10:38:30.301,56,16312,-1008,2160
20180913-10:38:30.304,64,16232,-1032,2162
20180913-10:38:30.307,64,16232,-1032,2154
20180913-10:38:30.309,20,16248,-1016,2155
20180913-10:38:30.311,20,16248,-1016,2157
20180913-10:38:30.314,72,16308,-1016,2153
20180913-10:38:30.318,72,16308,-1016,2159
20180913-10:38:30.320,40,16284,-992,2155
20180913-10:38:30.322,40,16284,-992,2157
20180913-10:38:30.325,12,16304,-1040,2162
20180913-10:38:30.327,12,16304,-1040,2156
20180913-10:38:30.331,60,16268,-1036,2154
20180913-10:38:30.333,60,16268,-1000,2155
20180913-10:38:30.336,68,16248,-1000,2154
20180913-10:38:30.338,68,16248,-1000,2161
20180913-10:38:30.340,36,16248,-948,2159
20180913-10:38:30.342,36,16248,-948,2154
20180913-10:38:30.344,52,16300,-988,2163
20180913-10:38:30.347,52,16300,-988,2157
20180913-10:38:30.349,52,16300,-968,2156
20180913-10:38:30.351,48,16268,-968,2153
20180913-10:38:30.354,48,16288,-912,2155
20180913-10:38:30.356,48,16288,-912,2154
20180913-10:38:30.358,48,16288,-912,2149
20180913-10:38:30.361,48,16272,-940,2151
20180913-10:38:30.363,48,16272,-940,2159
20180913-10:38:30.365,28,16232,-960,2160
20180913-10:38:30.367,28,16232,-960,2151
20180913-10:38:30.370,32,16232,-972,2158
20180913-10:38:30.372,32,16232,-972,2155
20180913-10:38:30.374,32,16232,-984,2146
20180913-10:38:30.377,36,16268,-984,2155
20180913-10:38:30.379,36,16268,-984,2157
20180913-10:38:30.382,48,16248,-924,2159
20180913-10:38:30.384,48,16248,-924,2152
20180913-10:38:30.386,20,16316,-1016,2164
20180913-10:38:30.389,20,16316,-1016,2153
20180913-10:38:30.391,20,16232,-984,2158
20180913-10:38:30.393,20,16232,-984,2157
20180913-10:38:30.395,20,16300,-948,2150
20180913-10:38:30.398,20,16300,-948,2149
20180913-10:38:30.400,20,16264,-948,2154
20180913-10:38:30.402,-4,16264,-948,2159
20180913-10:38:30.404,-4,16264,-948,2151
20180913-10:38:30.407,64,16284,-1032,2157
20180913-10:38:30.409,64,16284,-1032,2153
20180913-10:38:30.411,4,16240,-1024,2155
20180913-10:38:30.413,4,16240,-1024,2155
20180913-10:38:30.416,24,16260,-1040,2159
20180913-10:38:30.418,24,16260,-1040,2150
20180913-10:38:30.420,60,16300,-1024,2154
20180913-10:38:30.423,60,16300,-1024,2155
20180913-10:38:30.425,60,16300,-1024,2148
20180913-10:38:30.427,48,16248,-992,2153
20180913-10:38:30.429,48,16248,-992,2147
20180913-10:38:30.432,12,16324,-1000,2163
20180913-10:38:30.434,12,16324,-1000,2155
20180913-10:38:30.437,48,16284,-940,2145
20180913-10:38:30.439,48,16284,-940,2157
20180913-10:38:30.441,12,16316,-964,2152
20180913-10:38:30.443,12,16316,-964,2146
20180913-10:38:30.446,12,16268,-932,2158
20180913-10:38:30.448,0,16268,-932,2154
20180913-10:38:30.450,0,16268,-932,2157
20180913-10:38:30.452,24,16248,-1024,2148
20180913-10:38:30.455,24,16248,-1024,2153
20180913-10:38:30.457,80,16252,-1024,2157
20180913-10:38:30.459,80,16252,-1024,2157
20180913-10:38:30.462,8,16272,-980,2155
20180913-10:38:30.464,8,16272,-980,2160
20180913-10:38:30.466,48,16312,-964,2150
20180913-10:38:30.468,48,16312,-964,2155
20180913-10:38:30.471,48,16312,-952,2153
20180913-10:38:30.473,40,16224,-952,2155
20180913-10:38:30.475,40,16224,-952,2157
20180913-10:38:30.477,28,16280,-1000,2151
20180913-10:38:30.480,28,16280,-1000,2157
20180913-10:38:30.482,48,16300,-1008,2156
20180913-10:38:30.484,48,16300,-1008,2157
20180913-10:38:30.486,48,16232,-1016,2158
20180913-10:38:30.489,40,16232,-1016,2152
20180913-10:38:30.491,40,16232,-1016,2156
20180913-10:38:30.493,36,16276,-968,2160
20180913-10:38:30.496,36,16276,-968,2156
20180913-10:38:30.498,56,16208,-1008,2150
20180913-10:38:30.500,56,16208,-1008,2156
20180913-10:38:30.502,-20,16276,-976,2146
20180913-10:38:30.507,-20,16276,-976,2157
20180913-10:38:30.509,8,16300,-992,2154
20180913-10:38:30.511,8,16300,-992,2158
20180913-10:38:30.514,4,16204,-960,2155
20180913-10:38:30.517,4,16204,-960,2165
20180913-10:38:30.519,12,16320,-916,2151
20180913-10:38:30.521,12,16320,-916,2151
20180913-10:38:30.523,20,16368,-968,2151
20180913-10:38:30.525,20,16368,-968,2155
20180913-10:38:30.528,-8,16248,-968,2149
20180913-10:38:30.530,-8,16248,-968,2157
20180913-10:38:30.532,52,16260,-992,2161
20180913-10:38:30.535,52,16260,-992,2150
20180913-10:38:30.537,52,16260,-924,2148
20180913-10:38:30.539,52,16364,-924,2161
20180913-10:38:30.542,52,16364,-924,2158
20180913-10:38:30.544,40,16208,-976,2150
20180913-10:38:30.546,40,16208,-976,2153
20180913-10:38:30.548,-4,16296,-992,2156
20180913-10:38:30.551,-4,16296,-992,2150
20180913-10:38:30.553,32,16300,-972,2158
20180913-10:38:30.555,32,16300,-972,2155
20180913-10:38:30.557,32,16300,-924,2163
20180913-10:38:30.559,68,16284,-924,2160
20180913-10:38:30.562,68,16284,-924,2156
20180913-10:38:30.564,20,16252,-1016,2150
20180913-10:38:30.566,20,16252,-1016,2149
20180913-10:38:30.569,40,16224,-928,2152
20180913-10:38:30.571,40,16224,-928,2148
20180913-10:38:30.573,20,16324,-1008,2153
20180913-10:38:30.575,20,16324,-1008,2153
20180913-10:38:30.578,20,16324,-968,2163
20180913-10:38:30.580,44,16248,-968,2158
20180913-10:38:30.582,44,16248,-968,2154
20180913-10:38:30.584,36,16260,-1016,2160
20180913-10:38:30.589,36,16260,-1016,2153
20180913-10:38:30.591,16,16300,-964,2156
20180913-10:38:30.593,60,16312,-972,2157
20180913-10:38:30.596,60,16312,-972,2159
20180913-10:38:30.598,60,16312,-932,2147
20180913-10:38:30.602,40,16300,-932,2151
20180913-10:38:30.605,12,16260,-1008,2153
20180913-10:38:30.607,12,16260,-1008,2159
20180913-10:38:30.609,52,16292,-968,2155
20180913-10:38:30.611,52,16292,-968,2157
20180913-10:38:30.614,60,16264,-984,2151
20180913-10:38:30.616,60,16264,-984,2151
20180913-10:38:30.618,60,16264,-1000,2155
20180913-10:38:30.621,36,16240,-1000,2150
20180913-10:38:30.623,36,16240,-1000,2158
20180913-10:38:30.625,16,16248,-976,2156
20180913-10:38:30.627,16,16248,-976,2156
20180913-10:38:30.630,32,16276,-1032,2159
20180913-10:38:30.632,32,16276,-1032,2159
20180913-10:38:30.634,68,16316,-1008,2152
20180913-10:38:30.636,68,16316,-1008,2149
20180913-10:38:30.639,68,16316,-1060,2162
20180913-10:38:30.641,16,16264,-1060,2160
20180913-10:38:30.644,16,16240,-984,2155
20180913-10:38:30.646,32,16240,-984,2158
20180913-10:38:30.649,32,16240,-984,2158
20180913-10:38:30.651,12,16248,-944,2157
20180913-10:38:30.653,12,16248,-944,2155
20180913-10:38:30.655,12,16284,-1008,2161
20180913-10:38:30.658,12,16284,-1008,2163
20180913-10:38:30.660,72,16248,-1000,2155
20180913-10:38:30.662,72,16248,-1000,2158
20180913-10:38:30.664,72,16316,-992,2153
20180913-10:38:30.667,24,16316,-992,2155
20180913-10:38:30.669,24,16316,-992,2151
20180913-10:38:30.671,8,16284,-1024,2157
20180913-10:38:30.673,8,16284,-1024,2149
20180913-10:38:30.676,20,16292,-1008,2157
20180913-10:38:30.678,20,16292,-1008,2155
20180913-10:38:30.680,48,16264,-948,2152
20180913-10:38:30.682,48,16264,-948,2152
20180913-10:38:30.685,48,16276,-968,2155
20180913-10:38:30.687,72,16276,-968,2164
20180913-10:38:30.689,72,16276,-968,2158
20180913-10:38:30.691,0,16240,-920,2157
20180913-10:38:30.694,0,16240,-920,2152
20180913-10:38:30.696,4,16308,-1024,2156
20180913-10:38:30.698,4,16308,-1024,2159
20180913-10:38:30.700,20,16244,-1048,2153
20180913-10:38:30.703,20,16244,-1048,2157
20180913-10:38:30.705,44,16312,-1000,2154
20180913-10:38:30.707,44,16312,-1000,2147
20180913-10:38:30.710,44,16312,-1000,2160
20180913-10:38:30.712,4,16256,-1032,2154
20180913-10:38:30.715,4,16256,-1032,2161
20180913-10:38:30.717,56,16224,-968,2157
20180913-10:38:30.719,56,16224,-968,2162
20180913-10:38:30.722,28,16272,-1000,2154
20180913-10:38:30.724,28,16272,-1000,2157
20180913-10:38:30.726,64,16248,-968,2157
20180913-10:38:30.729,64,16248,-968,2159
20180913-10:38:30.731,20,16208,-948,2153
20180913-10:38:30.733,20,16208,-948,2161
20180913-10:38:30.735,20,16312,-1044,2157
20180913-10:38:30.738,68,16312,-1044,2158
20180913-10:38:30.740,68,16312,-1044,2163
20180913-10:38:30.742,40,16308,-1024,2160
20180913-10:38:30.744,40,16308,-1024,2156
20180913-10:38:30.747,36,16284,-1000,2162
20180913-10:38:30.749,36,16284,-1000,2162
20180913-10:38:30.751,36,16256,-992,2152
20180913-10:38:30.753,36,16256,-992,2151
20180913-10:38:30.756,36,16252,-1008,2163
20180913-10:38:30.758,20,16252,-1008,2159
20180913-10:38:30.760,20,16252,-1008,2158
20180913-10:38:30.762,52,16356,-960,2156
20180913-10:38:30.765,52,16356,-960,2159
20180913-10:38:30.767,-16,16288,-940,2158
20180913-10:38:30.769,-16,16288,-940,2153
20180913-10:38:30.771,56,16308,-968,2152
20180913-10:38:30.774,56,16308,-968,2151
20180913-10:38:30.776,56,16252,-984,2153
